Date,Open,High,Low,Close,Adj Close,Volume
2016-04-04,148500.0,149500.0,143500.0,144000.0,109247.6953125,767267
2016-04-05,144000.0,145000.0,143500.0,144500.0,109627.0234375,292339
2016-04-06,144000.0,146000.0,144000.0,144000.0,109247.6953125,379789
2016-04-07,143500.0,146500.0,143500.0,146500.0,111144.328125,366852
2016-04-08,146000.0,146500.0,144000.0,146000.0,110765.0078125,339546
2016-04-11,147500.0,147500.0,145000.0,146000.0,110765.0078125,197423
2016-04-12,146000.0,150000.0,145000.0,148500.0,112661.6796875,361212
2016-04-14,150000.0,152000.0,149500.0,152000.0,115317.0078125,496852
2016-04-15,150500.0,152000.0,149000.0,151500.0,114937.6640625,297722
2016-04-18,150000.0,155000.0,150000.0,154000.0,116834.328125,406339
2016-04-19,155000.0,155000.0,152000.0,153000.0,116075.671875,310407
2016-04-20,153500.0,155000.0,151000.0,151500.0,114937.6640625,270230
2016-04-21,152000.0,154500.0,152000.0,154000.0,116834.328125,297646
2016-04-22,152000.0,153500.0,150500.0,151000.0,114558.3515625,318972
2016-04-25,151000.0,152000.0,149000.0,149500.0,113420.328125,273343
2016-04-26,149000.0,154000.0,149000.0,153500.0,116455.0,365930
2016-04-27,152000.0,153000.0,148500.0,149000.0,113041.0,374037
2016-04-28,148500.0,150500.0,147000.0,148000.0,112282.359375,466520
2016-04-29,146500.0,147500.0,142000.0,143500.0,108868.359375,739237
2016-05-02,142000.0,144000.0,141500.0,142500.0,108109.703125,242036
2016-05-03,143000.0,144000.0,142000.0,142500.0,108109.703125,359029
2016-05-04,141500.0,142000.0,138500.0,139000.0,105454.375,807340
2016-05-09,138500.0,139000.0,135500.0,135500.0,102799.03125,482711
2016-05-10,136500.0,140500.0,136500.0,139500.0,105833.6953125,346710
2016-05-11,140500.0,142000.0,138500.0,139000.0,105454.375,284228
2016-05-12,138000.0,138500.0,136500.0,136500.0,103557.703125,421047
2016-05-13,136000.0,137500.0,135000.0,135000.0,102419.6953125,529746
2016-05-16,136500.0,137500.0,135000.0,135500.0,102799.03125,397771
2016-05-17,135500.0,136500.0,134500.0,134500.0,102040.3671875,314839
2016-05-18,135000.0,135500.0,132000.0,133000.0,100902.390625,630692
2016-05-19,132500.0,136000.0,132500.0,134500.0,102040.3671875,389055
2016-05-20,134000.0,135000.0,131500.0,132000.0,100143.71875,462176
2016-05-23,133000.0,134500.0,133000.0,133000.0,100902.390625,310458
2016-05-24,133000.0,135000.0,132000.0,133500.0,101281.703125,355717
2016-05-25,134500.0,137000.0,134000.0,135000.0,102419.6953125,500528
2016-05-26,136000.0,137000.0,134500.0,135000.0,102419.6953125,342299
2016-05-27,136000.0,136500.0,135000.0,136000.0,103178.375,346406
2016-05-30,136000.0,137500.0,135000.0,136500.0,103557.703125,474129
2016-05-31,136500.0,139500.0,135000.0,139500.0,105833.6953125,1734508
2016-06-01,137500.0,138500.0,136500.0,138000.0,104695.71875,507997
2016-06-02,138500.0,139000.0,136500.0,138000.0,104695.71875,419054
2016-06-03,138000.0,139500.0,137500.0,138500.0,105075.0390625,352778
2016-06-07,138500.0,139500.0,137500.0,139500.0,105833.6953125,608452
2016-06-08,138500.0,141500.0,138500.0,139500.0,105833.6953125,598656
2016-06-09,139500.0,140500.0,137500.0,139000.0,105454.375,578177
2016-06-10,138500.0,140000.0,138000.0,139000.0,105454.375,350588
2016-06-13,138000.0,138500.0,135500.0,135500.0,102799.03125,476958
2016-06-14,135500.0,138500.0,135000.0,138500.0,105075.0390625,431039
2016-06-15,138000.0,139500.0,135000.0,135500.0,102799.03125,409607
2016-06-16,135500.0,136000.0,133500.0,134500.0,102040.3671875,399199
2016-06-17,136000.0,136500.0,133500.0,134500.0,102040.3671875,328695
2016-06-20,136000.0,138500.0,135500.0,136500.0,103557.703125,305307
2016-06-21,136500.0,139000.0,135500.0,138000.0,104695.71875,353879
2016-06-22,138500.0,141500.0,138500.0,140000.0,106213.03125,413267
2016-06-23,140500.0,141500.0,140000.0,141000.0,106971.71875,273960
2016-06-24,140500.0,142000.0,134500.0,139500.0,105833.6953125,901574
2016-06-27,141000.0,144000.0,139500.0,141500.0,107351.03125,1031506
2016-06-28,141500.0,142000.0,138500.0,139000.0,105454.375,570526
2016-06-29,140000.0,140000.0,137500.0,139000.0,106218.5390625,436045
2016-06-30,138000.0,138500.0,135500.0,135500.0,103543.9609375,2700499
2016-07-01,136500.0,138000.0,136000.0,137000.0,104690.2109375,388387
2016-07-04,138000.0,139500.0,137000.0,137000.0,104690.2109375,518981
2016-07-05,136500.0,137000.0,134500.0,135000.0,103161.8828125,389267
2016-07-06,134000.0,134500.0,129000.0,130000.0,99341.0703125,1098353
2016-07-07,131500.0,132500.0,130500.0,131000.0,100105.2265625,351312
2016-07-08,131000.0,133000.0,129000.0,130500.0,99723.1328125,472095
2016-07-11,130500.0,132000.0,130500.0,131000.0,100105.2265625,395952
2016-07-12,131500.0,133000.0,131000.0,132000.0,100869.40625,401323
2016-07-13,133000.0,135500.0,132500.0,135500.0,103543.9609375,567236
2016-07-14,134000.0,134500.0,131000.0,131500.0,100487.3203125,688220
2016-07-15,132000.0,134000.0,132000.0,133000.0,101633.546875,608594
2016-07-18,133000.0,134000.0,131000.0,132000.0,100869.40625,417748
2016-07-19,131500.0,132000.0,130000.0,130000.0,99341.0703125,630163
2016-07-20,129500.0,131000.0,129000.0,129500.0,98958.9765625,513880
2016-07-21,130000.0,131000.0,128500.0,130000.0,99341.0703125,459440
2016-07-22,130000.0,130500.0,129000.0,129000.0,98576.9140625,364418
2016-07-25,129500.0,136000.0,129500.0,135500.0,103543.9609375,1182857
2016-07-26,135000.0,139500.0,134000.0,136000.0,103926.0234375,1125762
2016-07-27,137000.0,137500.0,135000.0,137000.0,104690.2109375,450182
2016-07-28,137500.0,138000.0,135000.0,136000.0,103926.0234375,451570
2016-07-29,135000.0,136000.0,132000.0,132000.0,100869.40625,698032
2016-08-01,132500.0,136000.0,132500.0,135500.0,103543.9609375,510753
2016-08-02,135500.0,135500.0,133000.0,134000.0,102397.7109375,383193
2016-08-03,133000.0,134000.0,130500.0,132000.0,100869.40625,393748
2016-08-04,132500.0,133000.0,129500.0,130500.0,99723.1328125,552854
2016-08-05,130500.0,133000.0,130500.0,133000.0,101633.546875,432472
2016-08-08,134000.0,134000.0,132000.0,133000.0,101633.546875,367241
2016-08-09,135000.0,137000.0,134500.0,136500.0,104308.109375,590729
2016-08-10,135500.0,137000.0,134000.0,134000.0,102397.7109375,495316
2016-08-11,134000.0,135000.0,133500.0,134500.0,102779.78125,340296
2016-08-12,135000.0,136000.0,134500.0,136000.0,103926.0234375,441448
2016-08-16,136000.0,137000.0,133000.0,133000.0,101633.546875,564040
2016-08-17,133500.0,135000.0,133000.0,135000.0,103161.8828125,456621
2016-08-18,134500.0,135000.0,132000.0,132500.0,101251.4765625,501557
2016-08-19,133000.0,134000.0,132000.0,132500.0,101251.4765625,375138
2016-08-22,132500.0,133000.0,131000.0,132000.0,100869.40625,400250
2016-08-23,133000.0,134500.0,132000.0,132500.0,101251.4765625,421660
2016-08-24,132000.0,135500.0,131500.0,135500.0,103543.9609375,725511
2016-08-25,136000.0,138000.0,134000.0,136500.0,104308.109375,880226
2016-08-26,136500.0,137000.0,135000.0,135500.0,103543.9609375,426273
2016-08-29,134000.0,134500.0,133000.0,134000.0,102397.7109375,328229
2016-08-30,133500.0,135000.0,132500.0,132500.0,101251.4765625,331306
2016-08-31,132000.0,133500.0,131000.0,133000.0,101633.546875,621524
2016-09-01,133000.0,133500.0,131500.0,131500.0,100487.3203125,572941
2016-09-02,132500.0,136500.0,132000.0,135000.0,103161.8828125,1129376
2016-09-05,136000.0,139000.0,136000.0,139000.0,106218.5390625,681920
2016-09-06,138500.0,140000.0,138000.0,139500.0,106600.609375,455216
2016-09-07,139500.0,140500.0,138000.0,139000.0,106218.5390625,515978
2016-09-08,139000.0,140000.0,136500.0,139000.0,106218.5390625,604332
2016-09-09,138000.0,140000.0,137500.0,139500.0,106600.609375,430914
2016-09-12,138500.0,139500.0,137500.0,138500.0,105836.4609375,447847
2016-09-13,140000.0,140500.0,138000.0,138500.0,105836.4609375,560421
2016-09-19,137000.0,139500.0,136000.0,137000.0,104690.2109375,536712
2016-09-20,137000.0,139500.0,136500.0,138500.0,105836.4609375,517081
2016-09-21,137500.0,138500.0,136500.0,138000.0,105454.3671875,464658
2016-09-22,138000.0,139500.0,137500.0,138000.0,105454.3671875,360424
2016-09-23,139500.0,142000.0,139000.0,142000.0,108511.0234375,595938
2016-09-26,140500.0,141500.0,139000.0,140500.0,107364.765625,444564
2016-09-27,140000.0,142000.0,138500.0,141500.0,108128.9453125,451975
2016-09-28,141000.0,141500.0,138000.0,138500.0,105836.4609375,513300
2016-09-29,138500.0,139500.0,138000.0,139500.0,106600.609375,473726
2016-09-30,138500.0,139500.0,135000.0,135500.0,103543.9609375,617732
2016-10-04,138500.0,141000.0,137500.0,139000.0,106218.5390625,707562
2016-10-05,137500.0,140500.0,136500.0,140000.0,106982.6953125,549606
2016-10-06,139000.0,140000.0,138500.0,139000.0,106218.5390625,271808
2016-10-07,138500.0,139000.0,135500.0,136500.0,104308.109375,449894
2016-10-10,134000.0,135000.0,131000.0,133500.0,102015.6484375,687120
2016-10-11,135000.0,135500.0,133500.0,134500.0,102779.78125,355273
2016-10-12,134500.0,137000.0,133500.0,136500.0,104308.109375,418529
2016-10-13,136500.0,137000.0,133500.0,134000.0,102397.7109375,444173
2016-10-14,133500.0,135000.0,133000.0,133000.0,101633.546875,385561
2016-10-17,134500.0,136500.0,133000.0,133000.0,101633.546875,552827
2016-10-18,133500.0,135500.0,132500.0,134500.0,102779.78125,357363
2016-10-19,134500.0,135500.0,132500.0,133000.0,101633.546875,474445
2016-10-20,133500.0,134000.0,131500.0,132000.0,100869.40625,411425
2016-10-21,132500.0,135000.0,132000.0,133500.0,102015.6484375,375157
2016-10-24,134500.0,134500.0,133500.0,134500.0,102779.78125,256889
2016-10-25,135000.0,139500.0,134500.0,138000.0,105454.3671875,863431
2016-10-26,137500.0,138500.0,135000.0,137500.0,105072.2734375,551856
2016-10-27,139000.0,139500.0,135500.0,138000.0,105454.3671875,503571
2016-10-28,138000.0,141500.0,137500.0,140500.0,107364.765625,708752
2016-10-31,139000.0,141000.0,139000.0,140000.0,106982.6953125,394472
2016-11-01,141000.0,141500.0,140000.0,141500.0,108128.9453125,436941
2016-11-02,141000.0,141500.0,139500.0,139500.0,106600.609375,655976
2016-11-03,139500.0,140000.0,136000.0,136500.0,104308.109375,520972
2016-11-04,136500.0,137000.0,135500.0,136000.0,103926.0234375,345493
2016-11-07,137500.0,138000.0,136000.0,137000.0,104690.2109375,388228
2016-11-08,137500.0,139500.0,137000.0,138500.0,105836.4609375,341446
2016-11-09,138000.0,140000.0,130500.0,134000.0,102397.7109375,1054746
2016-11-10,135000.0,135000.0,129000.0,129000.0,98576.9140625,1253550
2016-11-11,130000.0,132000.0,130000.0,131500.0,100487.3203125,571291
2016-11-14,132000.0,134000.0,131000.0,132000.0,100869.40625,369913
2016-11-15,131500.0,132000.0,129500.0,130500.0,99723.1328125,416685
2016-11-16,130500.0,133500.0,130000.0,131000.0,100105.2265625,379475
2016-11-17,131000.0,133000.0,131000.0,132000.0,100869.40625,217101
2016-11-18,131500.0,132000.0,129500.0,129500.0,98958.9765625,282286
2016-11-21,130000.0,133500.0,129500.0,133500.0,102015.6484375,392922
2016-11-22,133500.0,134500.0,132500.0,133500.0,102015.6484375,366844
2016-11-23,134500.0,135000.0,132500.0,134000.0,102397.7109375,292727
2016-11-24,133500.0,136000.0,133000.0,135000.0,103161.8828125,340767
2016-11-25,135500.0,136000.0,134500.0,136000.0,103926.0234375,180033
2016-11-28,135000.0,136000.0,133500.0,135000.0,103161.8828125,256341
2016-11-29,133000.0,135500.0,133000.0,134500.0,102779.78125,312216
2016-11-30,133500.0,134500.0,132500.0,133000.0,101633.546875,1188767
2016-12-01,133000.0,135500.0,132000.0,132000.0,100869.40625,478362
2016-12-02,134000.0,136000.0,133000.0,133500.0,102015.6484375,403575
2016-12-05,134500.0,135500.0,133000.0,134000.0,102397.7109375,244209
2016-12-06,135500.0,137000.0,135000.0,136500.0,104308.109375,374760
2016-12-07,138000.0,138000.0,136500.0,136500.0,104308.109375,279131
2016-12-08,138500.0,142000.0,138000.0,142000.0,108511.0234375,889649
2016-12-09,142000.0,145000.0,141000.0,144000.0,110039.3359375,647418
2016-12-12,146000.0,148000.0,143500.0,144500.0,110421.421875,378077
2016-12-13,144500.0,145000.0,142500.0,145000.0,110803.5,283933
2016-12-14,144500.0,145000.0,142000.0,143500.0,109657.2734375,261384
2016-12-15,142000.0,143000.0,141000.0,142000.0,108511.0234375,285737
2016-12-16,141000.0,142000.0,139000.0,139500.0,106600.609375,523767
2016-12-19,140000.0,142500.0,139500.0,142000.0,108511.0234375,293868
2016-12-20,141500.0,144000.0,141500.0,143500.0,109657.2734375,399511
2016-12-21,144500.0,144500.0,142500.0,143500.0,109657.2734375,310188
2016-12-22,143000.0,143000.0,141000.0,142000.0,108511.0234375,334338
2016-12-23,143000.0,144000.0,142000.0,144000.0,110039.3359375,357914
2016-12-26,143500.0,145000.0,143500.0,144500.0,110421.421875,206099
2016-12-27,144500.0,145000.0,144000.0,144500.0,110421.421875,337224
2016-12-28,142500.0,144000.0,141500.0,143500.0,111982.15625,377265
2016-12-29,142500.0,146000.0,142000.0,146000.0,113933.0390625,381283
2017-01-02,146000.0,150500.0,145500.0,150000.0,117054.5234375,545854
2017-01-03,151000.0,154000.0,150000.0,153000.0,119395.59375,723246
2017-01-04,152500.0,155000.0,152000.0,154000.0,120175.9609375,601826
2017-01-05,154000.0,154500.0,152000.0,153500.0,119785.765625,391604
2017-01-06,152000.0,153000.0,149500.0,151000.0,117834.8671875,366091
2017-01-09,151000.0,151500.0,149500.0,150500.0,117444.6875,325146
2017-01-10,150500.0,153000.0,150500.0,152000.0,118615.1953125,411333
2017-01-11,150500.0,150500.0,147500.0,148500.0,115883.953125,675973
2017-01-12,148000.0,151000.0,147500.0,148000.0,115493.7734375,433867
2017-01-13,149000.0,150000.0,148500.0,149000.0,116274.1484375,293211
2017-01-16,148500.0,151000.0,148500.0,150500.0,117444.6875,316413
2017-01-17,150000.0,154000.0,149500.0,153500.0,119785.765625,487662
2017-01-18,153000.0,155500.0,151000.0,154000.0,120175.9609375,395088
2017-01-19,153000.0,153500.0,151000.0,152000.0,118615.1953125,255111
2017-01-20,150500.0,153500.0,150000.0,153000.0,119395.59375,310228
2017-01-23,151500.0,152000.0,148500.0,149000.0,116274.1484375,424036
2017-01-24,149500.0,149500.0,145500.0,146500.0,114323.21875,518186
2017-01-25,146500.0,147500.0,141500.0,142000.0,110811.6015625,749465
2017-01-26,143500.0,143500.0,139500.0,142500.0,111201.78125,632413
2017-01-31,141500.0,142500.0,139000.0,139500.0,108860.6875,574213
2017-02-01,140000.0,141000.0,139000.0,139500.0,108860.6875,446549
2017-02-02,140000.0,140000.0,135500.0,136000.0,106129.40625,610731
2017-02-03,136500.0,139000.0,136000.0,137500.0,107299.9453125,453051
2017-02-06,139000.0,139500.0,136000.0,136500.0,106519.5859375,293891
2017-02-07,138000.0,140000.0,137500.0,139000.0,108470.515625,395508
2017-02-08,138500.0,139500.0,137000.0,139000.0,108470.515625,415346
2017-02-09,139500.0,141000.0,137500.0,140000.0,109250.8828125,513611
2017-02-10,141000.0,141500.0,139000.0,141000.0,110031.2421875,330000
2017-02-13,141500.0,141500.0,139000.0,139500.0,108860.6875,320997
2017-02-14,140000.0,140500.0,139500.0,140000.0,109250.8828125,295126
2017-02-15,141500.0,146500.0,141500.0,145500.0,113542.8671875,682399
2017-02-16,146500.0,151500.0,146500.0,150500.0,117444.6875,991329
2017-02-17,149500.0,151000.0,148000.0,150500.0,117444.6875,484244
2017-02-20,149500.0,151000.0,149500.0,150000.0,117054.5234375,239916
2017-02-21,150000.0,151500.0,149000.0,151000.0,117834.8671875,324845
2017-02-22,150000.0,151000.0,147000.0,149500.0,116664.3125,423978
2017-02-23,150500.0,150500.0,145000.0,146000.0,113933.0390625,790326
2017-02-24,147000.0,148500.0,146500.0,148000.0,115493.7734375,248236
2017-02-27,148500.0,149000.0,146500.0,148500.0,115883.953125,183801
2017-02-28,148500.0,150000.0,146500.0,149500.0,116664.3125,476960
2017-03-02,149000.0,150500.0,148500.0,148500.0,115883.953125,660227
2017-03-03,147000.0,148000.0,141000.0,142000.0,110811.6015625,774281
2017-03-06,141500.0,145000.0,140000.0,145000.0,113152.6875,568168
2017-03-07,143000.0,146000.0,143000.0,144000.0,112372.3203125,361237
2017-03-08,144000.0,144500.0,141500.0,144500.0,112762.5,430524
2017-03-09,144500.0,145500.0,143500.0,145000.0,113152.6875,516356
2017-03-10,145000.0,146500.0,143500.0,146000.0,113933.0390625,418788
2017-03-13,145500.0,147000.0,145000.0,146000.0,113933.0390625,346033
2017-03-14,147000.0,149500.0,146500.0,149000.0,116274.1484375,402984
2017-03-15,148500.0,149500.0,147500.0,149500.0,116664.3125,415972
2017-03-16,151500.0,152500.0,149000.0,151500.0,118225.0625,511511
2017-03-17,152500.0,152500.0,150000.0,151500.0,118225.0625,384871
2017-03-20,152500.0,157000.0,151500.0,156500.0,122126.8671875,753898
2017-03-21,158000.0,171000.0,157500.0,170000.0,132661.78125,2100147
2017-03-22,167500.0,170500.0,165500.0,170000.0,132661.78125,1095061
2017-03-23,168500.0,169000.0,165000.0,165000.0,128759.984375,786599
2017-03-24,164000.0,167000.0,162000.0,164000.0,127979.6015625,619369
2017-03-27,162000.0,163000.0,159000.0,162000.0,126418.859375,556569
2017-03-28,162000.0,163000.0,158500.0,160000.0,124858.140625,528384
2017-03-29,159500.0,160500.0,155500.0,156000.0,121736.6953125,594310
2017-03-30,156500.0,160000.0,156500.0,158500.0,123687.5859375,541928
2017-03-31,159500.0,160500.0,156000.0,157500.0,122907.234375,518427
2017-04-03,156500.0,157000.0,153000.0,156500.0,122126.8671875,568863
2017-04-04,154000.0,155000.0,150000.0,152000.0,118615.1953125,693275
2017-04-05,152500.0,152500.0,147000.0,150000.0,117054.5234375,738030
2017-04-06,149500.0,150000.0,147500.0,148000.0,115493.7734375,543682
2017-04-07,148000.0,149500.0,144000.0,144500.0,112762.5,814773
2017-04-10,145000.0,147500.0,144500.0,146000.0,113933.0390625,372373
2017-04-11,145000.0,145000.0,142500.0,142500.0,111201.78125,460813
2017-04-12,143000.0,144500.0,141500.0,141500.0,110421.4296875,467523
2017-04-13,143000.0,144500.0,141000.0,142500.0,111201.78125,537212
2017-04-14,141500.0,143000.0,141000.0,142500.0,111201.78125,235481
2017-04-17,142500.0,144000.0,141000.0,144000.0,112372.3203125,354807
2017-04-18,144500.0,144500.0,141000.0,141000.0,110031.2421875,512212
2017-04-19,140000.0,140500.0,136500.0,137000.0,106909.7734375,1028582
2017-04-20,137000.0,142000.0,137000.0,141500.0,110421.4296875,837678
2017-04-21,142000.0,143000.0,141000.0,141500.0,110421.4296875,520179
2017-04-24,141000.0,141500.0,139500.0,141500.0,110421.4296875,474698
2017-04-25,142500.0,146500.0,142000.0,144500.0,112762.5,670239
2017-04-26,145000.0,152000.0,144500.0,151000.0,117834.8671875,1288277
2017-04-27,150000.0,151000.0,146500.0,147000.0,114713.4375,747891
2017-04-28,144000.0,146000.0,142500.0,144000.0,112372.3203125,686242
2017-05-02,143000.0,152000.0,143000.0,151000.0,117834.8671875,883476
2017-05-04,150500.0,153000.0,149500.0,152000.0,118615.1953125,559335
2017-05-08,152000.0,158000.0,150500.0,158000.0,123297.3828125,754482
2017-05-10,157000.0,160500.0,155500.0,156500.0,122126.8671875,902973
2017-05-11,159000.0,159000.0,156500.0,157500.0,122907.234375,683676
2017-05-12,156000.0,157000.0,153500.0,155000.0,120956.328125,546718
2017-05-15,153000.0,156000.0,152000.0,154000.0,120175.9609375,320821
2017-05-16,155000.0,158000.0,154500.0,157500.0,122907.234375,479777
2017-05-17,156000.0,159000.0,155000.0,158500.0,123687.5859375,344159
2017-05-18,158000.0,166500.0,157500.0,165000.0,128759.984375,1274106
2017-05-19,167000.0,171000.0,160000.0,170000.0,132661.78125,1889722
2017-05-22,169000.0,171000.0,167000.0,170000.0,132661.78125,679426
2017-05-23,170000.0,173000.0,169000.0,170000.0,132661.78125,649405
2017-05-24,168500.0,170000.0,163500.0,164000.0,127979.6015625,876331
2017-05-25,164500.0,167000.0,163500.0,165000.0,128759.984375,627476
2017-05-26,165500.0,166500.0,163000.0,163500.0,127589.4140625,487868
2017-05-29,163000.0,165000.0,161500.0,162000.0,126418.859375,405130
2017-05-30,162500.0,165500.0,161000.0,164000.0,127979.6015625,393584
2017-05-31,162500.0,166000.0,162500.0,163000.0,127199.2421875,568084
2017-06-01,162500.0,166500.0,162500.0,165500.0,129150.1328125,439229
2017-06-02,164500.0,165000.0,160500.0,163000.0,127199.2421875,571120
2017-06-05,163500.0,165500.0,161000.0,161500.0,126028.703125,371037
2017-06-07,160000.0,160000.0,157000.0,159000.0,124077.734375,746365
2017-06-08,159000.0,161000.0,158500.0,160000.0,124858.140625,548233
2017-06-09,160000.0,161000.0,158500.0,160000.0,124858.140625,343795
2017-06-12,158000.0,163500.0,158000.0,162500.0,126809.0390625,390351
2017-06-13,163000.0,167000.0,162000.0,164500.0,128369.75,548527
2017-06-14,165000.0,170000.0,164500.0,169000.0,131881.390625,638693
2017-06-15,168000.0,169000.0,162000.0,163000.0,127199.2421875,668866
2017-06-16,163500.0,165000.0,162500.0,165000.0,128759.984375,310581
2017-06-19,164500.0,168000.0,163500.0,167000.0,130320.6640625,335858
2017-06-20,166000.0,169000.0,165000.0,166500.0,129930.484375,373530
2017-06-21,166000.0,166000.0,160000.0,160500.0,125248.3359375,557266
2017-06-22,162000.0,162000.0,160000.0,161500.0,126028.703125,401279
2017-06-23,162000.0,166000.0,162000.0,164000.0,127979.6015625,292130
2017-06-26,163000.0,165000.0,162000.0,164000.0,127979.6015625,211301
2017-06-27,163000.0,163500.0,160000.0,160500.0,125248.3359375,449056
2017-06-28,160000.0,162500.0,159500.0,160000.0,124858.140625,347569
2017-06-29,159500.0,162500.0,159000.0,161000.0,126428.6796875,400255
2017-06-30,159500.0,162000.0,158000.0,159500.0,125250.7734375,337644
2017-07-03,158500.0,164000.0,158000.0,163500.0,128391.859375,392228
2017-07-04,162500.0,162500.0,157500.0,158500.0,124465.5,448579
2017-07-05,158000.0,159000.0,155000.0,156000.0,122502.3203125,533353
2017-07-06,156500.0,157000.0,155000.0,155500.0,122109.71875,380091
2017-07-07,153500.0,154500.0,150500.0,151500.0,118968.625,857341
2017-07-10,151000.0,151500.0,147500.0,148000.0,116220.1484375,805494
2017-07-11,148500.0,150000.0,146500.0,148000.0,116220.1484375,592204
2017-07-12,149000.0,151000.0,148000.0,149000.0,117005.4140625,592811
2017-07-13,150000.0,151500.0,148000.0,149000.0,117005.4140625,609170
2017-07-14,150000.0,154500.0,149500.0,154000.0,120931.78125,776297
2017-07-17,153500.0,154000.0,149500.0,150500.0,118183.34375,503286
2017-07-18,151000.0,151500.0,147000.0,148000.0,116220.1484375,531137
2017-07-19,148500.0,149500.0,147000.0,148500.0,116612.7890625,480211
2017-07-20,149000.0,149000.0,145000.0,148000.0,116220.1484375,482332
